decision_id,portfolio_rank,failure_id,customer_id,subscription_id,amount,failure_reason,behavior_profile,candidate_action,estimated_recovery_probability,expected_gross_recovery,intervention_cost,expected_net_recovery,decision_status,decision_reason,execution_status
DEC_000076,76,FAIL_002528,CUST_0911,SUB_0911,2077.0,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.8103949585590171,1683.1903289270786,2.0,1681.1903289270786,RECOMMEND,The failure indicates insufficient available funds at the time of payment. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 81.04%.,PENDING
DEC_000077,77,FAIL_002525,CUST_0911,SUB_0911,2077.0,BANK_DECLINED,normal,WAIT_AND_RETRY,0.7994038473204977,1660.3617908846738,2.0,1658.3617908846738,RECOMMEND,The issuing bank declined the payment. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 79.94%.,PENDING
DEC_000078,78,FAIL_000752,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,0.7183532571740653,1644.2244032805747,3.0,1641.2244032805747,RECOMMEND,The payment encountered a transaction-limit constraint. The customer has a history of payment friction. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 71.84%.,PENDING
DEC_000079,79,FAIL_002601,CUST_0932,SUB_0932,2080.35,BANK_DECLINED,normal,WAIT_AND_RETRY,0.7798166489344992,1622.2915656108853,2.0,1620.2915656108853,RECOMMEND,The issuing bank declined the payment. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 77.98%.,PENDING
DEC_000080,80,FAIL_002095,CUST_0780,SUB_0780,2075.84,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.757232601073572,1571.8937226125638,2.0,1569.8937226125638,RECOMMEND,The failure indicates insufficient available funds at the time of payment. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 75.72%.,PENDING
DEC_000081,81,FAIL_000039,CUST_0019,SUB_0019,2269.23,AUTHENTICATION_FAILED,reliable,SEND_REMINDER,0.6880335742500144,1561.3064276953603,1.0,1560.3064276953603,RECOMMEND,The payment requires successful authentication before recovery can complete. The customer has historically reliable payment behavior. A reminder is selected as a lower-friction recovery intervention. The estimated recovery probability is 68.80%.,PENDING
DEC_000082,82,FAIL_001578,CUST_0625,SUB_0625,2210.87,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.7011314956698211,1550.1105898315377,2.0,1548.1105898315377,RECOMMEND,The issuing bank declined the payment. The customer has a history of payment friction. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 70.11%.,PENDING
DEC_000083,83,FAIL_002234,CUST_0832,SUB_0832,2452.06,BANK_DECLINED,normal,PAYMENT_LINK,0.6279404421750163,1539.7476406396704,3.0,1536.7476406396704,RECOMMEND,The issuing bank declined the payment. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 62.79%.,PENDING
DEC_000084,84,FAIL_002662,CUST_0958,SUB_0958,1863.63,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.8234580213340641,1534.621072298802,2.0,1532.621072298802,RECOMMEND,The failure indicates insufficient available funds at the time of payment. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 82.35%.,PENDING
DEC_000085,85,FAIL_000939,CUST_0380,SUB_0380,2093.21,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.718409495085489,1503.7819392078966,3.0,1500.7819392078966,RECOMMEND,The payment method appears unsuitable for another direct retry. The customer has a history of payment friction. Updating the payment method provides an alternative payment path. The estimated recovery probability is 71.84%.,PENDING
DEC_000086,86,FAIL_001176,CUST_0468,SUB_0468,1737.7,NETWORK_ERROR,friction_prone,RETRY_NOW,0.864463430406831,1502.1781030179504,2.0,1500.1781030179504,RECOMMEND,The failure is consistent with a transient payment/network issue. The customer has a history of payment friction. A direct retry is the selected recovery intervention. The estimated recovery probability is 86.45%.,PENDING
DEC_000087,87,FAIL_000249,CUST_0107,SUB_0107,1689.93,NETWORK_ERROR,reliable,WAIT_AND_RETRY,0.8783216197294043,1484.3020548293125,2.0,1482.3020548293125,RECOMMEND,The failure is consistent with a transient payment/network issue. The customer has historically reliable payment behavior. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 87.83%.,PENDING
DEC_000088,88,FAIL_001405,CUST_0547,SUB_0547,2231.07,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.6621324093360079,1477.2637544972872,2.0,1475.2637544972872,RECOMMEND,The issuing bank declined the payment. The customer has a history of payment friction. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 66.21%.,PENDING
DEC_000089,89,FAIL_001385,CUST_0540,SUB_0540,2023.63,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.7265941972081038,1470.3578152962352,2.0,1468.3578152962352,RECOMMEND,The failure indicates insufficient available funds at the time of payment. The customer has a history of payment friction. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 72.66%.,PENDING
DEC_000090,90,FAIL_002025,CUST_0750,SUB_0750,1696.9,CARD_EXPIRED,normal,UPDATE_PAYMENT_METHOD,0.8615904226744122,1462.03278823621,3.0,1459.03278823621,RECOMMEND,The payment method appears unsuitable for another direct retry. Updating the payment method provides an alternative payment path. The estimated recovery probability is 86.16%.,PENDING
DEC_000091,91,FAIL_000824,CUST_0336,SUB_0336,1661.44,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.8604771042010272,1429.6310800037547,3.0,1426.6310800037547,RECOMMEND,The payment method appears unsuitable for another direct retry. The customer has a history of payment friction. Updating the payment method provides an alternative payment path. The estimated recovery probability is 86.05%.,PENDING
DEC_000092,92,FAIL_001009,CUST_0408,SUB_0408,1572.78,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.8898116764346954,1399.47800846296,3.0,1396.47800846296,RECOMMEND,The payment method appears unsuitable for another direct retry. The customer has a history of payment friction. Updating the payment method provides an alternative payment path. The estimated recovery probability is 88.98%.,PENDING
DEC_000093,93,FAIL_001116,CUST_0444,SUB_0444,1927.55,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.7245994829383846,1396.7017333378833,3.0,1393.7017333378833,RECOMMEND,The payment method appears unsuitable for another direct retry. The customer has a history of payment friction. Updating the payment method provides an alternative payment path. The estimated recovery probability is 72.46%.,PENDING
DEC_000094,94,FAIL_002094,CUST_0780,SUB_0780,2075.84,BANK_DECLINED,normal,WAIT_AND_RETRY,0.6655439530839772,1381.5627595698434,2.0,1379.5627595698434,RECOMMEND,The issuing bank declined the payment. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 66.55%.,PENDING
DEC_000095,95,FAIL_001136,CUST_0457,SUB_0457,1961.94,BANK_DECLINED,friction_prone,PAYMENT_LINK,0.6996849035529452,1372.7397996766654,3.0,1369.7397996766654,RECOMMEND,The issuing bank declined the payment. The customer has a history of payment friction. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 69.97%.,PENDING
DEC_000096,96,FAIL_001139,CUST_0457,SUB_0457,1961.94,BANK_DECLINED,friction_prone,PAYMENT_LINK,0.6996849035529452,1372.7397996766654,3.0,1369.7397996766654,RECOMMEND,The issuing bank declined the payment. The customer has a history of payment friction. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 69.97%.,PENDING
DEC_000097,97,FAIL_002277,CUST_0845,SUB_0845,1868.13,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7257644922301983,1355.8224208700003,2.0,1353.8224208700003,RECOMMEND,The failure indicates insufficient available funds at the time of payment. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 72.58%.,PENDING
DEC_000098,98,FAIL_001600,CUST_0628,SUB_0628,1735.47,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7797778560140879,1353.281075776769,2.0,1351.281075776769,RECOMMEND,The failure indicates insufficient available funds at the time of payment. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 77.98%.,PENDING
DEC_000099,99,FAIL_001551,CUST_0609,SUB_0609,1520.27,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.8811736005105895,1339.6217896482335,3.0,1336.6217896482335,RECOMMEND,The payment method appears unsuitable for another direct retry. The customer has a history of payment friction. Updating the payment method provides an alternative payment path. The estimated recovery probability is 88.12%.,PENDING
DEC_000100,100,FAIL_001947,CUST_0731,SUB_0731,1784.87,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,0.7441975645228347,1328.2959069898718,3.0,1325.2959069898718,RECOMMEND,The payment encountered a transaction-limit constraint. The customer has a history of payment friction. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 74.42%.,PENDING
